ride_id,user_id,timestamp,city,ride_type,distance_km,duration_min,base_fare,surge_multiplier,final_fare,rating,payment_method,cancelled,user_age,user_gender,user_segment,hour,day_of_week,month,is_peak_hour
3986,1642,2024-02-01 01:42:00,Mumbai,XL,16.36,63,256.79,1.0,256.79,4,UPI,0,33,Female,Young Professional,1,Thursday,February,0
3987,883,2024-08-10 08:48:00,Delhi,Standard,4.9,21,53.2,1.5,79.8,5,Card,1,35,Female,Mid-Career,8,Saturday,August,1
3988,719,2024-12-05 09:44:00,Hyderabad,Standard,10.31,41,126.48,2.0,252.96,5,Card,0,18,Male,Student,9,Thursday,December,1
3989,1174,2024-03-07 07:46:00,Delhi,Standard,13.74,44,177.75,2.0,355.5,5,UPI,0,38,Other,Mid-Career,7,Thursday,March,1
3990,948,2024-05-01 09:00:00,Mumbai,Pool,1.17,13,30.0,1.5,45.0,2,UPI,0,45,Female,Mid-Career,9,Wednesday,May,1
3991,1250,2024-05-29 08:59:00,Mumbai,Standard,9.79,42,103.72,1.5,155.58,5,Card,0,30,Male,Young Professional,8,Wednesday,May,1
3992,1969,2024-05-13 04:53:00,Chennai,Standard,20.19,72,245.84,1.0,245.84,5,Cash,0,45,Male,Mid-Career,4,Monday,May,0
3993,323,2024-06-10 08:31:00,Delhi,Pool,6.87,27,51.25,1.0,51.25,3,Wallet,0,30,Male,Young Professional,8,Monday,June,1
3994,1284,2024-07-20 02:52:00,Mumbai,Standard,1.65,15,30.0,1.0,30.0,3,UPI,0,40,Female,Mid-Career,2,Saturday,July,0
3995,601,2024-12-24 09:13:00,Hyderabad,Standard,1.09,5,30.0,1.5,45.0,5,Wallet,0,18,Male,Student,9,Tuesday,December,1
3996,1977,2024-06-16 23:50:00,Bangalore,Standard,2.41,15,30.0,1.0,30.0,4,Wallet,0,56,Male,Senior,23,Sunday,June,0
3997,69,2024-06-11 17:26:00,Mumbai,Standard,1.0,7,30.0,1.5,45.0,5,UPI,0,46,Female,Mid-Career,17,Tuesday,June,1
3998,1996,2024-08-19 17:56:00,Chennai,Standard,5.76,26,72.32,1.0,72.32,5,Card,0,29,Female,Young Professional,17,Monday,August,1
3999,1333,2024-05-19 04:21:00,Bangalore,Premium,1.0,9,30.0,1.0,30.0,5,Card,0,18,Female,Student,4,Sunday,May,0
4000,1975,2024-04-29 09:06:00,Delhi,Standard,2.02,11,30.0,2.0,60.0,5,Card,0,34,Female,Young Professional,9,Monday,April,1
4001,1944,2024-02-08 06:05:00,Delhi,Premium,4.64,22,87.32,1.0,87.32,5,Card,0,18,Male,Student,6,Thursday,February,0
4002,1875,2024-04-13 09:32:00,Hyderabad,Pool,5.14,22,37.05,1.5,55.58,4,Card,0,36,Female,Mid-Career,9,Saturday,April,1
4003,992,2024-03-10 13:37:00,Mumbai,Pool,6.67,23,51.23,1.0,51.23,4,UPI,0,36,Male,Mid-Career,13,Sunday,March,0
4004,1407,2024-10-26 12:14:00,Mumbai,Standard,9.78,36,107.35,1.0,107.35,5,UPI,0,22,Female,Student,12,Saturday,October,0
4005,1932,2024-02-25 20:59:00,Mumbai,Standard,1.0,5,30.0,1.5,45.0,5,UPI,0,43,Female,Mid-Career,20,Sunday,February,1
4006,485,2024-03-20 08:36:00,Hyderabad,Standard,1.0,5,30.0,1.0,30.0,5,Cash,0,40,Male,Mid-Career,8,Wednesday,March,1
4007,1207,2024-02-24 18:17:00,Bangalore,Standard,1.0,10,30.0,1.5,45.0,4,UPI,0,41,Other,Mid-Career,18,Saturday,February,1
4008,1583,2024-03-25 13:00:00,Bangalore,Standard,4.4,20,53.1,1.0,53.1,3,Cash,0,32,Male,Young Professional,13,Monday,March,0
4009,1819,2024-08-18 18:27:00,Mumbai,Premium,1.0,10,30.0,1.0,30.0,4,UPI,0,18,Male,Student,18,Sunday,August,1
4010,1682,2024-08-26 17:44:00,Bangalore,Standard,10.97,45,145.93,1.0,145.93,3,UPI,0,41,Female,Mid-Career,17,Monday,August,1
4011,985,2024-06-09 19:22:00,Hyderabad,Standard,2.02,14,30.0,1.5,45.0,5,Wallet,0,29,Female,Young Professional,19,Sunday,June,1
4012,1843,2024-07-27 17:59:00,Delhi,Standard,22.4,85,278.32,1.5,417.48,5,UPI,0,18,Female,Student,17,Saturday,July,1
4013,1879,2024-03-02 13:22:00,Hyderabad,Premium,5.33,21,95.43,1.0,95.43,3,UPI,0,45,Female,Mid-Career,13,Saturday,March,0
4014,444,2024-10-01 08:48:00,Delhi,Standard,4.73,23,50.69,1.5,76.04,5,Wallet,0,52,Female,Senior,8,Tuesday,October,1
4015,953,2024-07-02 11:28:00,Hyderabad,Premium,12.13,48,222.13,1.0,222.13,5,Card,0,31,Male,Young Professional,11,Tuesday,July,0
4016,1657,2024-04-16 22:35:00,Mumbai,Standard,9.99,47,128.9,1.0,128.9,5,UPI,1,53,Male,Senior,22,Tuesday,April,0
4017,579,2024-08-19 07:44:00,Bangalore,Pool,7.48,31,60.26,1.5,90.39,5,UPI,0,32,Male,Young Professional,7,Monday,August,1
4018,1538,2024-06-06 00:10:00,Chennai,Pool,21.89,83,190.29,1.0,190.29,4,Wallet,0,28,Male,Young Professional,0,Thursday,June,0
4019,395,2024-08-25 18:01:00,Chennai,Standard,4.39,20,57.95,1.0,57.95,5,Card,1,25,Female,Young Professional,18,Sunday,August,1
4020,757,2024-05-15 20:47:00,Mumbai,Standard,13.22,51,147.17,2.0,294.34,4,UPI,0,48,Male,Mid-Career,20,Wednesday,May,1
4021,1125,2024-03-02 20:06:00,Delhi,Standard,3.83,18,46.05,2.0,92.1,5,Wallet,0,24,Male,Student,20,Saturday,March,1
4022,990,2024-02-16 18:40:00,Mumbai,Standard,14.58,55,174.71,1.5,262.06,5,UPI,0,39,Male,Mid-Career,18,Friday,February,1
4023,141,2024-03-21 02:36:00,Hyderabad,Premium,2.4,14,46.49,1.0,46.49,5,Wallet,0,26,Female,Young Professional,2,Thursday,March,0
4024,1192,2024-12-17 07:01:00,Bangalore,Pool,2.73,16,30.0,1.5,45.0,5,UPI,0,27,Female,Young Professional,7,Tuesday,December,1
4025,1414,2024-06-04 08:42:00,Delhi,Premium,9.06,35,202.72,1.5,304.08,5,Card,0,42,Male,Mid-Career,8,Tuesday,June,1
4026,524,2024-12-26 02:17:00,Mumbai,Pool,1.91,14,30.0,1.0,30.0,2,UPI,0,28,Female,Young Professional,2,Thursday,December,0
4027,487,2024-12-22 09:12:00,Chennai,Standard,2.08,14,30.0,1.5,45.0,4,UPI,1,27,Male,Young Professional,9,Sunday,December,1
4028,1579,2024-11-04 16:11:00,Delhi,Standard,2.91,13,32.16,1.0,32.16,2,UPI,0,43,Female,Mid-Career,16,Monday,November,0
4029,72,2024-01-21 18:52:00,Mumbai,Pool,9.09,34,77.62,1.0,77.62,4,UPI,0,47,Male,Mid-Career,18,Sunday,January,1
4030,1353,2024-04-20 01:10:00,Delhi,Standard,17.61,68,190.12,1.0,190.12,2,UPI,0,38,Male,Mid-Career,1,Saturday,April,0
4031,1540,2024-06-16 08:14:00,Mumbai,Premium,8.98,35,187.79,1.5,281.68,5,UPI,0,25,Female,Young Professional,8,Sunday,June,1
4032,1189,2024-03-16 19:47:00,Bangalore,Standard,14.07,51,177.03,1.0,177.03,1,Wallet,1,26,Female,Young Professional,19,Saturday,March,1
4033,676,2024-02-16 01:02:00,Chennai,Standard,6.27,32,72.19,1.0,72.19,4,UPI,0,32,Male,Young Professional,1,Friday,February,0
4034,32,2024-12-30 20:46:00,Hyderabad,XL,1.0,6,30.0,1.5,45.0,5,Card,0,35,Female,Mid-Career,20,Monday,December,1
4035,185,2024-05-07 08:11:00,Delhi,Standard,1.0,5,30.0,1.5,45.0,5,Card,0,22,Female,Student,8,Tuesday,May,1
4036,1164,2024-07-01 17:12:00,Hyderabad,XL,6.47,25,103.06,1.5,154.59,5,Card,0,39,Female,Mid-Career,17,Monday,July,1
4037,1938,2024-07-21 17:52:00,Delhi,XL,3.18,17,50.91,1.5,76.36,4,Cash,0,32,Male,Young Professional,17,Sunday,July,1
4038,1981,2024-09-19 12:13:00,Mumbai,Pool,1.99,12,30.0,1.0,30.0,5,Cash,0,18,Male,Student,12,Thursday,September,0
4039,1311,2024-01-26 20:12:00,Chennai,Premium,5.02,28,101.76,2.0,203.52,4,Wallet,0,22,Female,Student,20,Friday,January,1
4040,495,2024-12-12 12:08:00,Delhi,Premium,8.78,33,176.75,1.0,176.75,4,Cash,0,26,Male,Young Professional,12,Thursday,December,0
4041,680,2024-06-02 13:18:00,Delhi,Pool,3.89,19,30.0,1.0,30.0,5,Cash,0,31,Male,Young Professional,13,Sunday,June,0
4042,1387,2024-05-13 12:29:00,Chennai,Standard,12.98,54,153.36,1.0,153.36,2,Card,0,50,Male,Senior,12,Monday,May,0
4043,942,2024-03-30 07:03:00,Mumbai,Standard,10.73,41,132.19,2.0,264.38,4,Card,0,34,Female,Young Professional,7,Saturday,March,1
4044,423,2024-01-16 09:42:00,Hyderabad,Premium,10.62,44,214.5,2.0,429.0,5,Card,0,23,Male,Student,9,Tuesday,January,1
4045,575,2024-07-26 07:28:00,Chennai,Standard,33.7,117,442.96,1.5,664.44,5,UPI,0,34,Female,Young Professional,7,Friday,July,1
4046,1757,2024-08-19 17:14:00,Delhi,Standard,2.8,20,35.67,1.5,53.5,5,UPI,0,28,Male,Young Professional,17,Monday,August,1
4047,240,2024-10-11 08:39:00,Mumbai,Standard,8.28,37,90.7,1.5,136.05,4,UPI,0,35,Male,Mid-Career,8,Friday,October,1
4048,1335,2024-10-08 13:08:00,Delhi,Premium,15.47,57,304.34,1.0,304.34,4,UPI,0,37,Male,Mid-Career,13,Tuesday,October,0
4049,808,2024-05-07 09:02:00,Mumbai,Pool,6.93,32,53.72,1.0,53.72,3,Card,0,44,Male,Mid-Career,9,Tuesday,May,1
4050,1949,2024-02-18 17:07:00,Delhi,Standard,12.47,53,149.53,2.0,299.06,5,UPI,0,31,Female,Young Professional,17,Sunday,February,1
4051,1243,2024-08-24 20:46:00,Hyderabad,XL,4.28,16,68.49,1.5,102.73,5,Card,0,48,Female,Mid-Career,20,Saturday,August,1
4052,1419,2024-02-22 23:58:00,Delhi,Premium,7.14,28,151.58,1.0,151.58,2,Wallet,0,41,Male,Mid-Career,23,Thursday,February,0
4053,353,2024-03-12 21:46:00,Delhi,Pool,1.0,13,30.0,1.0,30.0,3,UPI,0,24,Male,Student,21,Tuesday,March,0
4054,241,2024-03-03 19:13:00,Bangalore,Premium,34.02,120,764.08,1.5,1146.12,5,UPI,0,54,Female,Senior,19,Sunday,March,1
4055,1831,2024-01-07 11:23:00,Bangalore,Pool,12.88,51,105.49,1.0,105.49,4,UPI,0,35,Female,Mid-Career,11,Sunday,January,0
4056,1234,2024-02-01 05:40:00,Hyderabad,Standard,16.25,62,178.79,1.0,178.79,5,Wallet,0,23,Female,Student,5,Thursday,February,0
4057,684,2024-04-23 09:48:00,Delhi,Pool,9.48,41,72.3,1.0,72.3,5,Wallet,0,48,Female,Mid-Career,9,Tuesday,April,1
4058,532,2024-03-07 19:56:00,Hyderabad,Standard,1.65,12,30.0,1.0,30.0,4,Wallet,0,52,Male,Senior,19,Thursday,March,1
4059,1120,2024-04-11 11:48:00,Bangalore,Pool,1.0,9,30.0,1.0,30.0,1,UPI,0,31,Female,Young Professional,11,Thursday,April,0
4060,853,2024-07-24 13:19:00,Delhi,XL,16.0,55,221.54,1.0,221.54,5,UPI,0,26,Male,Young Professional,13,Wednesday,July,0
4061,357,2024-07-09 12:53:00,Mumbai,Standard,4.04,21,48.51,1.0,48.51,4,Wallet,0,30,Male,Young Professional,12,Tuesday,July,0
4062,27,2024-12-17 23:43:00,Delhi,Standard,2.45,16,32.21,1.0,32.21,5,UPI,0,39,Female,Mid-Career,23,Tuesday,December,0
4063,294,2024-11-18 04:27:00,Bangalore,Pool,6.6,24,59.69,1.0,59.69,4,UPI,0,44,Female,Mid-Career,4,Monday,November,0
4064,986,2024-11-26 09:09:00,Mumbai,Standard,4.37,17,51.3,2.0,102.6,3,UPI,0,37,Female,Mid-Career,9,Tuesday,November,1
4065,1367,2024-02-13 00:44:00,Chennai,Pool,8.44,36,74.65,1.0,74.65,5,Wallet,0,33,Male,Young Professional,0,Tuesday,February,0
4066,354,2024-10-25 18:04:00,Bangalore,Standard,5.29,24,63.94,1.0,63.94,4,UPI,0,46,Male,Mid-Career,18,Friday,October,1
4067,76,2024-10-27 07:53:00,Chennai,Standard,9.56,33,97.13,1.0,97.13,4,Wallet,0,28,Male,Young Professional,7,Sunday,October,1
4068,1803,2024-05-12 00:57:00,Mumbai,XL,15.36,56,245.59,1.0,245.59,3,UPI,0,42,Female,Mid-Career,0,Sunday,May,0
4069,1700,2024-02-08 18:10:00,Delhi,Premium,1.74,12,32.66,2.0,65.32,5,Cash,0,29,Male,Young Professional,18,Thursday,February,1
4070,928,2024-01-12 07:30:00,Mumbai,Pool,3.2,18,30.0,1.5,45.0,5,UPI,0,36,Female,Mid-Career,7,Friday,January,1
4071,1255,2024-02-03 13:24:00,Mumbai,Standard,4.59,19,54.98,1.0,54.98,4,UPI,0,30,Male,Young Professional,13,Saturday,February,0
4072,875,2024-04-11 09:00:00,Hyderabad,Premium,26.17,96,456.58,1.5,684.87,5,Card,0,31,Female,Young Professional,9,Thursday,April,1
4073,1726,2024-11-26 12:10:00,Mumbai,Premium,3.64,15,61.84,1.0,61.84,4,UPI,0,28,Female,Young Professional,12,Tuesday,November,0
4074,1404,2024-08-15 09:23:00,Delhi,Premium,3.84,22,76.61,1.0,76.61,4,Card,0,45,Male,Mid-Career,9,Thursday,August,1
4075,1808,2024-03-06 07:02:00,Mumbai,Premium,8.48,35,128.53,2.0,257.06,5,Wallet,0,24,Male,Student,7,Wednesday,March,1
4076,42,2024-02-17 17:34:00,Delhi,Premium,4.35,18,82.43,2.0,164.86,5,UPI,0,24,Female,Student,17,Saturday,February,1
4077,415,2024-06-18 08:11:00,Hyderabad,Standard,24.16,86,296.67,2.0,593.34,4,UPI,0,53,Female,Senior,8,Tuesday,June,1
4078,233,2024-03-03 20:43:00,Bangalore,Standard,17.99,64,193.06,1.5,289.59,3,Card,0,41,Female,Mid-Career,20,Sunday,March,1
4079,838,2024-01-22 09:53:00,Bangalore,Pool,5.76,31,50.68,1.0,50.68,2,Wallet,0,18,Female,Student,9,Monday,January,1
4080,1549,2024-08-24 20:57:00,Delhi,Standard,8.28,33,111.19,2.0,222.38,5,Cash,0,26,Male,Young Professional,20,Saturday,August,1
4081,1572,2024-01-26 17:26:00,Chennai,Premium,1.0,7,30.0,1.0,30.0,2,Card,1,18,Female,Student,17,Friday,January,1
4082,75,2024-03-27 12:06:00,Bangalore,Standard,9.52,38,110.82,1.0,110.82,3,Cash,0,22,Male,Student,12,Wednesday,March,0
4083,1675,2024-10-20 07:05:00,Delhi,Premium,9.83,38,216.07,1.0,216.07,4,UPI,0,18,Female,Student,7,Sunday,October,1
4084,636,2024-08-09 07:48:00,Delhi,Pool,3.56,17,30.0,2.0,60.0,4,UPI,0,30,Male,Young Professional,7,Friday,August,1
4085,894,2024-07-21 19:10:00,Chennai,Standard,1.98,12,30.0,2.0,60.0,5,Card,0,20,Female,Student,19,Sunday,July,1
4086,1328,2024-09-11 04:13:00,Bangalore,Standard,19.73,74,233.35,1.0,233.35,4,Cash,0,32,Male,Young Professional,4,Wednesday,September,0
4087,1274,2024-01-16 18:04:00,Bangalore,Standard,4.45,17,48.85,1.0,48.85,5,UPI,0,18,Male,Student,18,Tuesday,January,1
4088,404,2024-07-14 12:09:00,Delhi,Premium,8.48,37,188.48,1.0,188.48,3,Card,0,32,Male,Young Professional,12,Sunday,July,0
4089,1693,2024-12-15 19:26:00,Mumbai,Pool,1.0,7,30.0,2.0,60.0,4,UPI,0,27,Female,Young Professional,19,Sunday,December,1
4090,1555,2024-08-06 23:06:00,Bangalore,Standard,4.28,18,49.71,1.0,49.71,3,Card,0,47,Female,Mid-Career,23,Tuesday,August,0
4091,637,2024-03-29 21:27:00,Bangalore,Pool,13.6,50,110.33,1.0,110.33,4,Wallet,0,46,Female,Mid-Career,21,Friday,March,0
4092,478,2024-06-30 06:14:00,Delhi,Standard,3.92,16,40.91,1.0,40.91,4,Card,0,39,Male,Mid-Career,6,Sunday,June,0
4093,390,2024-04-19 07:44:00,Bangalore,Standard,7.39,32,82.04,1.5,123.06,5,UPI,0,28,Female,Young Professional,7,Friday,April,1
4094,824,2024-04-05 02:52:00,Mumbai,XL,1.88,14,34.83,1.0,34.83,5,Cash,0,51,Female,Senior,2,Friday,April,0
4095,1233,2024-05-20 19:10:00,Hyderabad,Standard,4.31,18,52.0,1.0,52.0,4,Card,0,18,Male,Student,19,Monday,May,1
4096,639,2024-05-23 07:17:00,Chennai,Standard,21.01,73,275.55,1.5,413.33,3,Cash,0,18,Male,Student,7,Thursday,May,1
4097,1490,2024-08-16 12:45:00,Hyderabad,Standard,6.69,25,82.09,1.0,82.09,4,Wallet,0,31,Male,Young Professional,12,Friday,August,0
4098,612,2024-03-17 17:33:00,Delhi,Standard,18.58,69,252.22,1.5,378.33,5,UPI,0,54,Male,Senior,17,Sunday,March,1
4099,1911,2024-01-18 08:45:00,Delhi,Standard,18.58,66,178.43,1.0,178.43,5,Card,0,29,Male,Young Professional,8,Thursday,January,1
4100,764,2024-11-10 20:35:00,Hyderabad,Standard,23.08,84,271.75,2.0,543.5,5,Card,0,30,Female,Young Professional,20,Sunday,November,1
4101,1426,2024-11-13 17:56:00,Bangalore,Premium,18.06,67,420.62,1.0,420.62,5,UPI,0,18,Male,Student,17,Wednesday,November,1
4102,1771,2024-11-11 08:43:00,Delhi,Standard,1.0,8,30.0,1.5,45.0,4,Cash,0,41,Female,Mid-Career,8,Monday,November,1
4103,1228,2024-05-05 20:33:00,Chennai,Premium,21.75,77,492.58,1.5,738.87,5,Card,0,41,Female,Mid-Career,20,Sunday,May,1
4104,298,2024-11-27 11:57:00,Delhi,Standard,1.18,11,30.0,1.0,30.0,4,Cash,0,39,Female,Mid-Career,11,Wednesday,November,0
4105,572,2024-05-31 19:59:00,Delhi,Standard,1.0,13,30.0,2.0,60.0,5,Cash,0,25,Female,Young Professional,19,Friday,May,1
4106,1280,2024-09-12 12:37:00,Mumbai,Premium,1.0,13,30.0,1.0,30.0,4,UPI,0,24,Male,Student,12,Thursday,September,0
4107,56,2024-07-29 20:57:00,Mumbai,XL,3.43,15,48.9,1.0,48.9,4,Cash,0,19,Female,Student,20,Monday,July,1
4108,259,2024-10-08 22:58:00,Mumbai,Standard,7.76,34,100.6,1.0,100.6,2,Cash,0,32,Male,Young Professional,22,Tuesday,October,0
4109,495,2024-09-02 08:37:00,Chennai,Pool,4.12,21,34.63,1.5,51.95,4,Cash,0,21,Female,Student,8,Monday,September,1
4110,1490,2024-02-01 15:21:00,Delhi,Premium,1.0,8,30.0,1.0,30.0,5,Card,0,20,Other,Student,15,Thursday,February,0
4111,976,2024-02-14 08:56:00,Delhi,Premium,5.18,24,108.81,2.0,217.62,5,Card,0,27,Female,Young Professional,8,Wednesday,February,1
4112,1703,2024-05-23 17:28:00,Hyderabad,Premium,4.67,23,94.71,1.0,94.71,5,UPI,0,27,Female,Young Professional,17,Thursday,May,1
4113,43,2024-07-15 20:10:00,Bangalore,Standard,11.31,47,148.81,2.0,297.62,5,Wallet,0,26,Male,Young Professional,20,Monday,July,1
4114,412,2024-03-11 17:53:00,Bangalore,Standard,2.62,12,34.48,1.0,34.48,3,Card,0,36,Male,Mid-Career,17,Monday,March,1
4115,1962,2024-08-02 14:38:00,Mumbai,Premium,1.96,14,35.06,1.0,35.06,4,Card,1,32,Female,Young Professional,14,Friday,August,0
4116,1161,2024-04-12 11:34:00,Hyderabad,Standard,2.37,18,30.0,1.0,30.0,5,UPI,0,29,Male,Young Professional,11,Friday,April,0
4117,340,2024-11-25 06:42:00,Mumbai,XL,2.9,18,38.61,1.0,38.61,5,Card,0,33,Female,Young Professional,6,Monday,November,0
4118,274,2024-09-26 06:36:00,Mumbai,Standard,7.31,35,88.93,1.0,88.93,4,UPI,0,22,Male,Student,6,Thursday,September,0
4119,1369,2024-05-07 18:13:00,Mumbai,Standard,5.1,15,64.92,2.0,129.84,2,Wallet,0,33,Female,Young Professional,18,Tuesday,May,1
4120,762,2024-11-18 00:28:00,Mumbai,Pool,3.29,18,30.0,1.0,30.0,4,Wallet,0,33,Male,Young Professional,0,Monday,November,0
4121,1045,2024-10-05 08:27:00,Mumbai,Standard,3.75,19,43.14,1.0,43.14,5,UPI,0,18,Male,Student,8,Saturday,October,1
4122,1005,2024-01-10 12:11:00,Bangalore,Premium,3.71,21,74.23,1.0,74.23,5,Card,0,41,Female,Mid-Career,12,Wednesday,January,0
4123,154,2024-07-14 10:39:00,Mumbai,Premium,28.72,102,587.87,1.0,587.87,4,Card,0,23,Male,Student,10,Sunday,July,0
4124,535,2024-07-02 08:53:00,Bangalore,XL,2.12,11,33.01,1.5,49.52,5,Cash,0,32,Male,Young Professional,8,Tuesday,July,1
4125,906,2024-09-02 16:50:00,Mumbai,Pool,13.63,55,96.28,1.0,96.28,2,Cash,0,43,Male,Mid-Career,16,Monday,September,0
4126,501,2024-10-05 19:28:00,Mumbai,Premium,9.85,36,196.01,1.0,196.01,4,Wallet,1,41,Male,Mid-Career,19,Saturday,October,1
4127,940,2024-09-05 19:17:00,Delhi,Premium,1.0,9,30.0,1.0,30.0,5,UPI,0,32,Male,Young Professional,19,Thursday,September,1
4128,1805,2024-06-25 12:20:00,Chennai,XL,39.9,120,623.53,1.0,623.53,4,UPI,0,28,Male,Young Professional,12,Tuesday,June,0
4129,181,2024-10-16 09:16:00,Hyderabad,Standard,11.3,44,129.6,2.0,259.2,4,Card,0,41,Female,Mid-Career,9,Wednesday,October,1
4130,1782,2024-09-14 08:38:00,Chennai,Standard,9.18,39,108.64,1.5,162.96,5,Cash,0,38,Male,Mid-Career,8,Saturday,September,1
4131,1829,2024-06-13 18:13:00,Bangalore,Standard,4.16,16,47.1,1.0,47.1,5,UPI,0,25,Other,Young Professional,18,Thursday,June,1
4132,1720,2024-07-17 22:59:00,Bangalore,Standard,6.48,25,66.05,1.0,66.05,5,UPI,0,24,Male,Student,22,Wednesday,July,0
4133,955,2024-05-18 19:46:00,Bangalore,Premium,2.34,13,45.02,1.0,45.02,3,Cash,0,18,Male,Student,19,Saturday,May,1
4134,652,2024-04-02 15:51:00,Bangalore,Premium,1.0,5,30.0,1.0,30.0,4,Cash,1,33,Male,Young Professional,15,Tuesday,April,0
4135,1531,2024-01-14 09:49:00,Mumbai,Premium,14.46,59,325.78,1.5,488.67,4,UPI,0,31,Female,Young Professional,9,Sunday,January,1
4136,484,2024-06-12 17:53:00,Delhi,Standard,18.14,66,270.84,1.5,406.26,5,Wallet,0,43,Male,Mid-Career,17,Wednesday,June,1
4137,3,2024-11-01 01:01:00,Delhi,Pool,1.42,12,30.0,1.0,30.0,4,UPI,0,35,Female,Mid-Career,1,Friday,November,0
4138,1678,2024-04-22 18:12:00,Delhi,Standard,12.37,46,130.71,1.0,130.71,4,UPI,0,45,Female,Mid-Career,18,Monday,April,1
4139,675,2024-01-16 05:25:00,Delhi,Premium,10.81,45,207.41,1.0,207.41,3,UPI,0,25,Male,Young Professional,5,Tuesday,January,0
4140,1378,2024-05-23 04:18:00,Mumbai,Premium,1.57,6,31.36,1.0,31.36,5,Wallet,0,43,Female,Mid-Career,4,Thursday,May,0
4141,744,2024-01-30 07:24:00,Delhi,Standard,4.38,25,52.15,1.5,78.22,4,Card,0,26,Male,Young Professional,7,Tuesday,January,1
4142,861,2024-08-29 09:49:00,Mumbai,Standard,4.4,24,53.12,2.0,106.24,2,UPI,0,39,Male,Mid-Career,9,Thursday,August,1
4143,158,2024-09-28 10:34:00,Chennai,Standard,11.42,43,169.97,1.0,169.97,4,UPI,0,18,Female,Student,10,Saturday,September,0
4144,583,2024-07-02 09:29:00,Mumbai,Pool,14.54,53,103.77,1.0,103.77,4,Cash,0,34,Female,Young Professional,9,Tuesday,July,1
4145,886,2024-10-26 18:59:00,Mumbai,XL,1.0,10,30.0,2.0,60.0,3,Card,0,18,Female,Student,18,Saturday,October,1
4146,1730,2024-04-29 23:05:00,Hyderabad,Premium,6.62,24,154.21,1.0,154.21,3,Wallet,0,29,Female,Young Professional,23,Monday,April,0
4147,1938,2024-03-22 09:55:00,Delhi,Standard,11.48,45,129.22,1.5,193.83,5,Cash,0,36,Female,Mid-Career,9,Friday,March,1
4148,1562,2024-02-21 10:37:00,Mumbai,Standard,12.34,46,153.93,1.0,153.93,2,UPI,0,26,Female,Young Professional,10,Wednesday,February,0
4149,465,2024-05-06 05:07:00,Delhi,Pool,1.28,9,30.0,1.0,30.0,3,Cash,0,21,Male,Student,5,Monday,May,0
4150,174,2024-12-02 18:50:00,Mumbai,Pool,5.96,24,50.03,1.0,50.03,4,UPI,0,40,Female,Mid-Career,18,Monday,December,1
4151,908,2024-05-03 11:44:00,Mumbai,Standard,15.59,57,190.67,1.0,190.67,5,Wallet,0,30,Female,Young Professional,11,Friday,May,0
4152,1722,2024-05-16 13:08:00,Mumbai,Standard,3.07,21,40.27,1.0,40.27,3,UPI,0,27,Male,Young Professional,13,Thursday,May,0
4153,498,2024-09-30 17:57:00,Delhi,Pool,4.43,23,32.27,1.5,48.4,5,UPI,0,32,Male,Young Professional,17,Monday,September,1
4154,825,2024-01-29 09:03:00,Hyderabad,Standard,13.05,46,148.85,1.5,223.27,5,Card,0,58,Male,Senior,9,Monday,January,1
4155,1440,2024-04-22 08:14:00,Bangalore,Standard,1.0,6,30.0,1.5,45.0,4,UPI,0,43,Female,Mid-Career,8,Monday,April,1
4156,1649,2024-10-21 08:47:00,Bangalore,Standard,15.7,63,149.41,1.5,224.12,4,UPI,0,43,Female,Mid-Career,8,Monday,October,1
4157,989,2024-07-17 09:44:00,Mumbai,Premium,2.98,18,68.09,1.5,102.14,5,Card,0,36,Female,Mid-Career,9,Wednesday,July,1
4158,240,2024-06-30 09:34:00,Delhi,Pool,1.0,5,30.0,2.0,60.0,5,UPI,0,33,Male,Young Professional,9,Sunday,June,1
4159,1856,2024-03-29 17:54:00,Hyderabad,XL,2.13,15,34.67,2.0,69.34,5,Card,0,18,Female,Student,17,Friday,March,1
4160,202,2024-03-31 19:07:00,Mumbai,Premium,1.0,9,30.0,1.0,30.0,5,Wallet,0,25,Male,Young Professional,19,Sunday,March,1
4161,740,2024-05-01 08:35:00,Hyderabad,Premium,1.0,5,30.0,2.0,60.0,4,Card,0,27,Female,Young Professional,8,Wednesday,May,1
4162,322,2024-10-30 22:30:00,Delhi,Standard,9.44,37,108.8,1.0,108.8,5,Wallet,0,18,Female,Student,22,Wednesday,October,0
4163,933,2024-06-11 08:25:00,Hyderabad,Premium,1.93,11,41.63,1.0,41.63,3,UPI,0,20,Female,Student,8,Tuesday,June,1
4164,654,2024-12-23 07:58:00,Delhi,Standard,21.84,82,207.61,2.0,415.22,5,UPI,0,18,Female,Student,7,Monday,December,1
4165,138,2024-07-02 07:41:00,Delhi,Premium,5.81,21,125.42,1.5,188.13,5,Card,0,31,Female,Young Professional,7,Tuesday,July,1
4166,1128,2024-10-29 09:37:00,Hyderabad,Standard,4.93,20,57.04,1.0,57.04,3,UPI,0,40,Male,Mid-Career,9,Tuesday,October,1
4167,1985,2024-01-15 00:45:00,Hyderabad,Standard,4.56,19,53.47,1.0,53.47,2,UPI,1,43,Male,Mid-Career,0,Monday,January,0
4168,320,2024-12-26 00:47:00,Mumbai,Standard,9.44,36,116.11,1.0,116.11,4,Wallet,0,36,Female,Mid-Career,0,Thursday,December,0
